gene_symbol,hgnc_id,type,locus_type,JAX,MSK,NWU,UCSF,JAX_MorPhiC_Code,MSK_category,one2one_ortholog_hgnc,mgi_id,impc_viability,impc_phenotypes_homozygote,impc_phenotypes_heterozygote,impc_phenotypes_hemizygote,percentage_essential_all,mean_score_all,cellular_essential,omim,omim_name,dd,dd_name,dd_confidence_category,dd_allelic_requirement
ARL15,HGNC:25945,approved_symbol,gene_with_protein_product,-,MSK,-,-,-,"FUSIL ""developmental lethal""",y,MGI:2442308,lethal,"preweaning lethality, complete penetrance",increased circulating creatinine level|short tibia,-,185.528.756.957.328,453.778.264.816.528,n,-,-,-,-,-,-
ARMH3,HGNC:25788,approved_symbol,gene_with_protein_product,-,MSK,-,-,-,"FUSIL ""developmental lethal""",y,MGI:1918867,-,-,increased grip strength,-,148.423.005.565.863,-903.962.318.217.649,n,-,-,-,-,-,-
ARPC2,HGNC:705,approved_symbol,gene_with_protein_product,-,MSK,-,-,-,"FUSIL ""developmental lethal""",y,MGI:1923959,lethal,"preweaning lethality, complete penetrance",decreased body weight|decreased total body fat amount|abnormal coat/hair pigmentation|increased mean corpuscular hemoglobin|increased leukocyte cell number|increased mean corpuscular volume|vertebral fusion,-,404.452.690.166.976,-459.822.680.181.396,n,-,-,-,-,-,-
ASF1A,HGNC:20995,approved_symbol,gene_with_protein_product,-,MSK,-,-,-,"FUSIL ""developmental lethal""",y,MGI:1913653,lethal,"embryonic lethality prior to tooth bud stage|abnormal neural tube closure|embryonic growth retardation|preweaning lethality, complete penetrance|abnormal embryo size|abnormal neural tube morphology",embryonic growth retardation|abnormal embryo size|abnormal embryo turning|increased circulating alkaline phosphatase level|decreased thigmotaxis|increased circulating insulin level,-,556.586.270.871.985,-157.815.078.711.215,n,-,-,-,-,-,-
ASH2L,HGNC:744,approved_symbol,gene_with_protein_product,-,MSK,-,-,-,"FUSIL ""developmental lethal""",y,MGI:1344416,lethal,"embryonic lethality prior to organogenesis|preweaning lethality, complete penetrance",abnormal skin coloration|abnormal coat appearance,-,255.102.040.816.327,-355.187.146.694.728,n,-,-,-,-,-,-
ATG13,HGNC:29091,approved_symbol,gene_with_protein_product,-,MSK,-,-,-,"FUSIL ""developmental lethal""",y,MGI:1196429,lethal,"preweaning lethality, complete penetrance",short tibia,-,185.528.756.957.328,-269.841.151.199.666,n,-,-,-,-,-,-
ATP6V0A1,HGNC:865,approved_symbol,gene_with_protein_product,-,MSK,-,-,-,"FUSIL ""developmental lethal""",y,MGI:103286,lethal,"preweaning lethality, complete penetrance|embryonic lethality prior to organogenesis|embryonic lethality prior to tooth bud stage",increased bone mineral content|increased circulating potassium level|decreased total body fat amount,-,278.293.135.435.993,-178.264.213.857.482,n,omim_disease,DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 104|NEURODEVELOPMENTAL DISORDER WITH EPILEPSY AND BRAIN ATROPHY,dd,ATP6V0A1-related developmental disorder (monoallelic),definitive,monoallelic_autosomal
ATP6V0D1,HGNC:13724,approved_symbol,gene_with_protein_product,-,MSK,-,-,-,"FUSIL ""developmental lethal""",y,MGI:1201778,lethal,"preweaning lethality, complete penetrance|embryonic lethality prior to organogenesis|embryonic lethality prior to tooth bud stage",abnormal kidney morphology|increased neutrophil cell number|dysplasia|increased startle reflex|spermatogenesis defect|abnormal seminal vesicle morphology|short tibia|decreased lymphocyte cell number|decreased mean corpuscular hemoglobin concentration,-,942.486.085.343.228,-101.083.289.267.255,y,-,-,-,-,-,-
ATXN7L3,HGNC:25416,approved_symbol,gene_with_protein_product,-,MSK,-,-,-,"FUSIL ""developmental lethal""",y,MGI:3036270,lethal,"preweaning lethality, complete penetrance",abnormal vocalization|abnormal retina vasculature morphology|short tibia|abnormal retina blood vessel morphology|decreased total retina thickness|abnormal coat/hair pigmentation,-,193.877.551.020.408,-288.017.171.306.894,n,-,-,-,-,-,-
BECN1,HGNC:1034,approved_symbol,gene_with_protein_product,-,MSK,-,-,-,"FUSIL ""developmental lethal""",y,MGI:1891828,lethal,"preweaning lethality, complete penetrance",increased leukocyte cell number|decreased lean body mass|increased circulating bilirubin level|increased startle reflex|increased total body fat amount|decreased circulating HDL cholesterol level,-,49.165.120.593.692,-203.573.074.331.345,n,-,-,-,-,-,-
BEND3,HGNC:23040,approved_symbol,gene_with_protein_product,-,MSK,-,-,-,"FUSIL ""developmental lethal""",y,MGI:2677212,lethal,"preweaning lethality, complete penetrance",abnormal coat/hair pigmentation,-,463.821.892.393.321,-104.609.031.275.608,n,-,-,-,-,-,-
BRD2,HGNC:1103,approved_symbol,gene_with_protein_product,-,MSK,-,-,-,"FUSIL ""developmental lethal""",y,MGI:99495,lethal,"preweaning lethality, complete penetrance","decreased CD8-positive, alpha-beta T cell number|abnormal auditory brainstem response|abnormal vertebral arch morphology|increased mean corpuscular hemoglobin|increased CD4-positive, alpha beta T cell number",-,307.977.736.549.165,-368.915.581.436.223,n,-,-,-,-,-,-
CAMTA2,HGNC:18807,approved_symbol,gene_with_protein_product,-,MSK,-,-,-,"FUSIL ""developmental lethal""",y,MGI:2135957,-,-,-,-,0,-450.687.874.537.418,n,-,-,-,-,-,-
CARM1,HGNC:23393,approved_symbol,gene_with_protein_product,-,MSK,-,-,-,"FUSIL ""developmental lethal""",y,MGI:1913208,lethal,"preweaning lethality, complete penetrance",decreased lymphocyte cell number,-,249.536.178.107.607,-367.135.226.348.041,n,-,-,-,-,-,-
CASZ1,HGNC:26002,approved_symbol,gene_with_protein_product,-,MSK,-,-,-,"FUSIL ""developmental lethal""",y,MGI:1196251,lethal,"preweaning lethality, complete penetrance",persistence of hyaloid vascular system,-,556.586.270.871.985,-127.187.762.648.014,n,-,-,-,-,-,-
CBX1,HGNC:1551,approved_symbol,gene_with_protein_product,-,MSK,-,-,-,"FUSIL ""developmental lethal""",y,MGI:105369,lethal,"preweaning lethality, complete penetrance",-,-,589.981.447.124.304,-571.564.475.362.178,y,-,-,-,-,-,-
CBX4,HGNC:1554,approved_symbol,gene_with_protein_product,-,MSK,-,-,-,"FUSIL ""developmental lethal""",y,MGI:1195985,lethal,"preweaning lethality, complete penetrance|abnormal embryo size",hyperactivity|abnormal embryo size|increased total body fat amount|decreased lean body mass,-,463.821.892.393.321,-103.752.700.684.083,n,-,-,-,-,-,-
CDK8,HGNC:1779,approved_symbol,gene_with_protein_product,-,MSK,-,-,-,"FUSIL ""developmental lethal""",y,MGI:1196224,lethal,"abnormal neural tube closure|abnormal embryo size|abnormal embryo turning|abnormal heart morphology|preweaning lethality, complete penetrance",decreased exploration in new environment|abnormal freezing behavior,-,315.398.886.827.458,-232.310.883.623.868,n,omim_disease,INTELLECTUAL DEVELOPMENTAL DISORDER WITH HYPOTONIA AND BEHAVIORAL ABNORMALITIES,dd,SYNDROMIC INTELLECTUAL DISABILITY,definitive,monoallelic_autosomal
CDK12,HGNC:24224,approved_symbol,gene_with_protein_product,-,MSK,-,-,-,"FUSIL ""developmental lethal""",y,MGI:1098802,lethal,"preweaning lethality, complete penetrance|embryonic lethality prior to organogenesis",decreased exploration in new environment|decreased circulating HDL cholesterol level|enlarged urinary bladder|decreased hematocrit|abnormal liver morphology|increased red blood cell distribution width|decreased erythrocyte cell number|increased spleen weight|decreased hemoglobin content|increased heart weight|enlarged spleen|abnormal urinary bladder morphology,-,4.860.853.432.282,-49.800.054.092.565,n,-,-,-,-,-,-
CELF4,HGNC:14015,approved_symbol,gene_with_protein_product,-,MSK,-,-,-,"FUSIL ""developmental lethal""",y,MGI:1932407,lethal,"preweaning lethality, complete penetrance",increased circulating insulin level|decreased circulating calcium level|decreased circulating cholesterol level|impaired glucose tolerance,-,0,-77.351.848.308.501,n,-,-,-,-,-,-
CHTOP,HGNC:24511,approved_symbol,gene_with_protein_product,-,MSK,-,-,-,"FUSIL ""developmental lethal""",y,MGI:1913761,lethal,"preweaning lethality, complete penetrance",abnormal joint morphology,-,148.423.005.565.863,-333.404.316.226.162,n,-,-,-,-,-,-
CMIP,HGNC:24319,approved_symbol,gene_with_protein_product,-,MSK,-,-,-,"FUSIL ""developmental lethal""",y,MGI:1921690,lethal,"preweaning lethality, complete penetrance",-,-,173.469.387.755.102,-299.944.954.463.012,n,-,-,-,-,-,-
CNOT4,HGNC:7880,approved_symbol,gene_with_protein_product,-,MSK,-,-,-,"FUSIL ""developmental lethal""",y,MGI:1859026,lethal,"preweaning lethality, complete penetrance",decreased lean body mass|decreased circulating alkaline phosphatase level|increased total body fat amount|decreased body length|decreased bone mineral content|decreased KLRG1-positive NK cell number|abnormal bone structure|abnormal epidermal immune compartment,-,157.699.443.413.729,-477.083.888.353.397,n,-,-,-,-,-,-
CNOT10,HGNC:23817,approved_symbol,gene_with_protein_product,-,MSK,-,-,-,"FUSIL ""developmental lethal""",y,MGI:1926143,lethal,"embryonic growth retardation|preweaning lethality, complete penetrance",hyperactivity|increased grip strength,-,278.293.135.435.993,-655.281.281.408.697,n,-,-,-,-,-,-
CNTFR,HGNC:2170,approved_symbol,gene_with_protein_product,-,MSK,-,-,-,"FUSIL ""developmental lethal""",y,MGI:99605,lethal,"preweaning lethality, complete penetrance",increased circulating serum albumin level|increased circulating aspartate transaminase level|abnormal behavior|decreased leukocyte cell number|increased lactate dehydrogenase level|increased circulating cholesterol level,-,0,-842.365.734.216.202,n,-,-,-,-,-,-
CS,HGNC:2422,approved_symbol,gene_with_protein_product,-,MSK,-,-,-,"FUSIL ""developmental lethal""",y,MGI:88529,lethal,"preweaning lethality, complete penetrance",decreased grip strength|impaired glucose tolerance|abnormal digit morphology|decreased prepulse inhibition,-,517.625.231.910.946,-531.547.888.987.898,y,-,-,-,-,-,-
CSK,HGNC:2444,approved_symbol,gene_with_protein_product,-,MSK,-,-,-,"FUSIL ""developmental lethal""",y,MGI:88537,lethal,"abnormal embryo size|preweaning lethality, complete penetrance|embryonic growth retardation|abnormal embryo development|abnormal neural tube closure|abnormal embryo turning|embryonic lethality prior to tooth bud stage",decreased total retina thickness|abnormal retina inner nuclear layer morphology|abnormal retina vasculature morphology,-,417.439.703.153.989,-934.415.030.920.626,n,-,-,-,-,-,-
CUL5,HGNC:2556,approved_symbol,gene_with_protein_product,-,MSK,-,-,-,"FUSIL ""developmental lethal""",y,MGI:1922967,lethal,"abnormal embryo size|pallor|abnormal pericardium morphology|embryonic lethality prior to tooth bud stage|abnormal neural tube morphology|embryonic growth retardation|preweaning lethality, complete penetrance",enlarged spleen|enlarged heart|abnormal spleen morphology|abnormal heart morphology|increased spleen weight,-,927.643.784.786.642,14.506.305.530.984,n,-,-,-,-,-,-
DAAM1,HGNC:18142,approved_symbol,gene_with_protein_product,-,MSK,-,-,-,"FUSIL ""developmental lethal""",y,MGI:1914596,lethal,"preweaning lethality, complete penetrance",increased blood urea nitrogen level|increased circulating amylase level,-,0,573.192.225.923.813,n,-,-,-,-,-,-
DACH1,HGNC:2663,approved_symbol,gene_with_protein_product,-,MSK,NWU,-,-,"FUSIL ""developmental lethal""",y,MGI:1277991,lethal,"preweaning lethality, complete penetrance",increased circulating chloride level|increased circulating alanine transaminase level|increased startle reflex,-,927.643.784.786.642,-138.322.445.867.824,n,-,-,-,-,-,-
DDX1,HGNC:2734,approved_symbol,gene_with_protein_product,-,MSK,-,-,-,"FUSIL ""developmental lethal""",y,MGI:2144727,lethal,"preweaning lethality, complete penetrance|embryonic lethality prior to organogenesis|embryonic lethality prior to tooth bud stage",-,-,173.469.387.755.102,-332.407.448.159.827,n,-,-,-,-,-,-
DERL2,HGNC:17943,approved_symbol,gene_with_protein_product,-,MSK,-,-,-,"FUSIL ""developmental lethal""",y,MGI:2151483,lethal,"preweaning lethality, complete penetrance",-,-,155.844.155.844.156,-284.838.833.673.602,n,-,-,-,-,-,-
DLG5,HGNC:2904,approved_symbol,gene_with_protein_product,-,MSK,-,-,-,"FUSIL ""developmental lethal""",y,MGI:1918478,lethal,"preweaning lethality, complete penetrance",abnormal brain morphology|hydrocephaly,-,445.269.016.697.588,-189.084.068.869.834,n,-,-,dd,DLG5-associated developmental disorder (monoallelic)|DLG5-associated developmental disorder (biallelic),limited|limited,monoallelic_autosomal|biallelic_autosomal
DPY30,HGNC:24590,approved_symbol,gene_with_protein_product,-,MSK,-,-,-,"FUSIL ""developmental lethal""",y,MGI:1913560,lethal,"preweaning lethality, complete penetrance",increased circulating sodium level,-,333.024.118.738.404,-413.627.114.818.959,n,-,-,-,-,-,-
DSTN,HGNC:15750,approved_symbol,gene_with_protein_product,-,MSK,-,-,-,"FUSIL ""developmental lethal""",y,MGI:1929270,-,embryonic lethality prior to organogenesis|embryonic lethality prior to tooth bud stage,abnormal heart morphology|enlarged heart,-,142.857.142.857.143,-3.279.814.182.775,n,-,-,-,-,-,-
ELAVL1,HGNC:3312,approved_symbol,gene_with_protein_product,-,MSK,-,-,-,"FUSIL ""developmental lethal""",y,MGI:1100851,lethal,"anophthalmia|preweaning lethality, complete penetrance|embryonic growth retardation|abnormal embryo size|abnormal limb morphology|edema",increased circulating alanine transaminase level|decreased mean corpuscular hemoglobin|impaired pupillary reflex,-,136.363.636.363.636,-264.479.396.104.707,n,-,-,-,-,-,-
EOMES,HGNC:3372,approved_symbol,gene_with_protein_product,-,MSK,NWU,UCSF,-,Positive Control (DH),y,MGI:1201683,lethal,"preweaning lethality, complete penetrance|embryonic lethality prior to tooth bud stage|embryonic lethality prior to organogenesis",increased total body fat amount|decreased bone mineral content|decreased lean body mass|decreased circulating creatinine level,-,185.528.756.957.328,554.522.108.907.484,n,-,-,dd,POLYMICROGYRIA AND CORPUS CALLOSUM AGENESIS,limited,biallelic_autosomal
EPC2,HGNC:24543,approved_symbol,gene_with_protein_product,-,MSK,-,-,-,"FUSIL ""developmental lethal""",y,MGI:1278321,lethal,"abnormal retina pigmentation|preweaning lethality, complete penetrance|increased circulating alkaline phosphatase level|decreased lactate dehydrogenase level|thrombocytopenia|abnormal eye morphology",increased respiratory quotient|abnormal retina blood vessel morphology|increased pulmonary respiratory rate|abnormal behavior|abnormal retina morphology|abnormal lens morphology|increased thigmotaxis|decreased total retina thickness|abnormal vertebral arch morphology|increased mean corpuscular volume|decreased locomotor activity|cataract|decreased body weight|increased mean corpuscular hemoglobin concentration,-,139.146.567.717.996,-249.560.092.112.837,n,-,-,-,-,-,-
EXOC8,HGNC:24659,approved_symbol,gene_with_protein_product,-,MSK,-,-,-,"FUSIL ""developmental lethal""",y,MGI:2142527,lethal,"embryonic lethality prior to tooth bud stage|preweaning lethality, complete penetrance|embryonic lethality prior to organogenesis",-,-,471.243.042.671.614,-497.303.122.954.158,n,omim_disease,"NEURODEVELOPMENTAL DISORDER WITH MICROCEPHALY, SEIZURES, AND BRAIN ATROPHY",-,-,-,-
FCHO2,HGNC:25180,approved_symbol,gene_with_protein_product,-,MSK,-,-,-,"FUSIL ""developmental lethal""",y,MGI:3505790,lethal,"preweaning lethality, complete penetrance",decreased mean corpuscular hemoglobin|increased red blood cell distribution width|decreased circulating serum albumin level|decreased circulating fructosamine level,-,667.903.525.046.382,-143.073.590.451.298,n,-,-,-,-,-,-
FNDC3B,HGNC:24670,approved_symbol,gene_with_protein_product,-,MSK,-,-,-,"FUSIL ""developmental lethal""",y,MGI:1919257,lethal,"preweaning lethality, complete penetrance",abnormal coat/hair pigmentation|urinary bladder obstruction|abnormal heart morphology|enlarged heart|abnormal eye morphology,-,102.040.816.326.531,-525.610.290.708.301,n,-,-,-,-,-,-
FOXA2,HGNC:5022,approved_symbol,gene_with_protein_product,-,MSK,NWU,UCSF,-,Xianming (DH),y,MGI:1347476,-,-,-,-,287.569.573.283.859,-977.988.632.990.747,n,-,-,-,-,-,-
FRS2,HGNC:16971,approved_symbol,gene_with_protein_product,-,MSK,-,-,-,"FUSIL ""developmental lethal""",y,MGI:1100860,lethal,"preweaning lethality, complete penetrance",abnormal auditory brainstem response,-,371.057.513.914.657,-138.495.966.466.752,n,-,-,-,-,-,-
FURIN,HGNC:8568,approved_symbol,gene_with_protein_product,-,MSK,-,-,-,"FUSIL ""developmental lethal""",y,MGI:97513,lethal,"preweaning lethality, complete penetrance|embryonic lethality prior to tooth bud stage",brachydactyly|abnormal vibrissa morphology,-,136.363.636.363.636,-199.886.044.166.343,n,-,-,-,-,-,-
FYN,HGNC:4037,approved_symbol,gene_with_protein_product,-,MSK,-,-,-,"FUSIL ""developmental lethal""",y,MGI:95602,lethal,"preweaning lethality, complete penetrance",-,-,0,243.212.174.114.171,n,-,-,-,-,-,-
FZR1,HGNC:24824,approved_symbol,gene_with_protein_product,-,MSK,-,-,-,"FUSIL ""developmental lethal""",y,MGI:1926790,lethal,"abnormal embryo size|abnormal placenta size|preweaning lethality, complete penetrance",abnormal heart morphology|enlarged heart,-,140.074.211.502.783,-222.972.834.187.154,n,omim_disease,DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 109,dd,FZR1-related intellectual disability and epilepsy,strong,monoallelic_autosomal
G3BP2,HGNC:30291,approved_symbol,gene_with_protein_product,-,MSK,-,-,-,"FUSIL ""developmental lethal""",y,MGI:2442040,lethal,"preweaning lethality, complete penetrance",-,-,12.987.012.987.013,-810.242.258.593.574,n,-,-,-,-,-,-
GABARAPL2,HGNC:13291,approved_symbol,gene_with_protein_product,-,MSK,-,-,-,"FUSIL ""developmental lethal""",y,MGI:1890602,lethal,"preweaning lethality, complete penetrance",decreased circulating serum albumin level|decreased lymphocyte cell number|increased monocyte cell number|decreased hemoglobin content|increased heart weight|increased neutrophil cell number,-,0,360.331.494.536.558,n,-,-,-,-,-,-
GABPA,HGNC:4071,approved_symbol,gene_with_protein_product,-,MSK,NWU,-,-,"FUSIL ""developmental lethal""",y,MGI:95610,lethal,"abnormal ear morphology|abnormal facial morphology|anophthalmia|preweaning lethality, complete penetrance|abnormal cranium morphology",increased circulating bilirubin level,-,73.191.094.619.666,-636.725.044.140.167,y,-,-,-,-,-,-
GART,HGNC:4163,approved_symbol,gene_with_protein_product,-,MSK,-,-,-,"FUSIL ""developmental lethal""",y,MGI:95654,lethal,"embryonic lethality prior to tooth bud stage|preweaning lethality, complete penetrance|embryonic lethality prior to organogenesis",-,-,333.024.118.738.404,-399.753.694.353.319,n,-,-,-,-,-,-
GATA6,HGNC:4174,approved_symbol,gene_with_protein_product,-,MSK,NWU,UCSF,-,Positive Control (DH),y,MGI:107516,-,-,-,-,102.040.816.326.531,-113.417.609.792.184,n,omim_disease,"ATRIAL SEPTAL DEFECT 9|ATRIOVENTRICULAR SEPTAL DEFECT 5|HEART DEFECTS, CONGENITAL, AND OTHER CONGENITAL ANOMALIES|CONOTRUNCAL HEART MALFORMATIONS|TETRALOGY OF FALLOT",dd,"ATRIOVENTRICULAR SEPTAL DEFECT 5|PANCREATIC AGENESIS, DIAPHRAGMATIC HERNIA AND CONGENITAL HEART DEFECTS|ATRIAL SEPTAL DEFECT 9",definitive|definitive|definitive,monoallelic_autosomal|monoallelic_autosomal|monoallelic_autosomal
GDF11,HGNC:4216,approved_symbol,gene_with_protein_product,-,MSK,-,-,-,"FUSIL ""developmental lethal""",y,MGI:1338027,lethal,"abnormal tail morphology|abnormal facial morphology|cleft palate|preweaning lethality, complete penetrance|abnormal craniofacial morphology",increased cardiac stroke volume,-,742.115.027.829.314,-792.292.877.501.675,n,omim_disease,VERTEBRAL HYPERSEGMENTATION AND OROFACIAL ANOMALIES,dd,"GDF11-related vertebral hypersegmentation, orofacial anomalies and neurodevelopmental disorder.",strong,monoallelic_autosomal
GLIS3,HGNC:28510,approved_symbol,gene_with_protein_product,-,MSK,NWU,UCSF,-,T2D (DH),y,MGI:2444289,-,-,-,-,0,843.383.729.186.153,n,omim_disease,"DIABETES MELLITUS, NEONATAL, WITH CONGENITAL HYPOTHYROIDISM",dd,DIABETES MELLITUS NEONATAL WITH CONGENITAL HYPOTHYROIDISM,definitive,biallelic_autosomal
GNAZ,HGNC:4395,approved_symbol,gene_with_protein_product,-,MSK,-,-,-,"FUSIL ""developmental lethal""",y,MGI:95780,-,-,decreased body length|abnormal skin morphology|increased total body fat amount,-,278.293.135.435.993,106.035.349.468.092,n,-,-,-,-,-,-
HDAC1,HGNC:4852,approved_symbol,gene_with_protein_product,-,MSK,-,-,-,"FUSIL ""developmental lethal""",y,MGI:108086,lethal,"preweaning lethality, complete penetrance",cardiovascular system phenotype|increased circulating HDL cholesterol level|decreased heart rate variability|decreased mean corpuscular hemoglobin|decreased exploration in new environment|increased circulating cholesterol level,-,315.398.886.827.458,-146.963.547.419.056,n,-,-,-,-,-,-
HES1,HGNC:5192,approved_symbol,gene_with_protein_product,-,MSK,NWU,UCSF,-,T2D (DH),y,MGI:104853,-,-,-,-,834.879.406.307.978,-228.262.514.820.653,n,-,-,-,-,-,-
HMGA1,HGNC:5010,approved_symbol,gene_with_protein_product,-,MSK,-,-,-,T2D (DH),y,MGI:96160,subviable,"unresponsive to tactile stimuli|preweaning lethality, incomplete penetrance",unresponsive to tactile stimuli,-,956.400.742.115.028,-893.115.297.559.368,y,omim_disease,TYPE 2 DIABETES MELLITUS,-,-,-,-
HNF1A,HGNC:11621,approved_symbol,gene_with_protein_product,-,MSK,NWU,UCSF,-,T2D (DH),y,MGI:98504,-,-,-,-,371.057.513.914.657,-121.313.531.910.704,n,omim_disease,"TYPE 1 DIABETES MELLITUS 20|HEPATIC ADENOMAS, FAMILIAL|MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 3|RENAL CELL CARCINOMA, NONPAPILLARY|TYPE 2 DIABETES MELLITUS",-,-,-,-
HNF1B,HGNC:11630,approved_symbol,gene_with_protein_product,-,MSK,NWU,UCSF,-,T2D (DH),y,MGI:98505,-,-,-,-,101.113.172.541.744,-254.421.941.407.753,n,omim_disease,"RENAL CYSTS AND DIABETES SYNDROME|TYPE 2 DIABETES MELLITUS|RENAL CELL CARCINOMA, NONPAPILLARY",dd,RENAL CYSTS AND DIABETES SYNDROME,definitive,monoallelic_autosomal
HNF4A,HGNC:5024,approved_symbol,gene_with_protein_product,-,MSK,NWU,UCSF,-,T2D (DH),y,MGI:109128,-,-,abnormal lens morphology|abnormal retina vasculature morphology|abnormal retina blood vessel morphology|decreased body weight|cataract|enlarged thyroid gland|abnormal retina morphology|increased circulating cholesterol level|persistence of hyaloid vascular system|increased circulating bilirubin level|increased total retina thickness|increased circulating HDL cholesterol level,-,278.293.135.435.993,297.558.644.713.338,n,omim_disease,"FANCONI RENOTUBULAR SYNDROME 4 WITH MATURITY-ONSET DIABETES OF THE YOUNG|MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 1|TYPE 2 DIABETES MELLITUS",dd,HNF4A-RELATED MATURITY-ONSET DIABETES OF THE YOUNG TYPE 1|ATYPICAL DOMINANT FANCONI SYNDROME WITH MODY,definitive|definitive,monoallelic_autosomal|monoallelic_autosomal
